asin,reviewRating,reviewTitle,reviewText,reviewDate,ratingValue,reviewTitle_clean,reviewText_clean,reviewDate_parsed
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars
 Super fast and sharp all-in-one computer",Great option for us in the living room area because it looks so sleek and sharp compared to most other PCs.,"Reviewed in the United States on February 14, 2025",5.0,5.0 out of 5 stars Super fast and sharp all-in-one computer,Great option for us in the living room area because it looks so sleek and sharp compared to most other PCs.,2025-02-14
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars
 Looks and works well","Replacing older imac, I kept my old trackpad to use instead of the mouse that came with it. I don’t like using the mouse, it’s inconvenient. I did have to buy a 3 pack of adapters that allow connecting USB-A’s to USB-C’s which also allowed connecting my older external drive to the new Mac","Reviewed in the United States on February 20, 2025",5.0,5.0 out of 5 stars Looks and works well,"Replacing older imac, I kept my old trackpad to use instead of the mouse that came with it. I don’t like using the mouse, it’s inconvenient. I did have to buy a 3 pack of adapters that allow connecting USB-A’s to USB-C’s which also allowed connecting my older external drive to the new Mac",2025-02-20
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars
 Apple products are GREAT, Apple service is terrible.","I like Apple products as long as I don’t have to deal with Apple. Apple service has diminished greatly of late. I went to the local Apple Store with the expectation of walking out of the store with both a new IMac and a new IPhone. This was being purchased for an 75-year old woman to replace her 11-year old IMac, which could no longer be updated (thanks Apple). There was nothing wrong with the original IMac except for this significant problem.

We were at the store 2-days before the release of the the latest IMac, but she wasn’t clutching her pearls waiting for the latest version. So we learn that the store has zero inventory to make room for the latest models. Brilliant shot in the foot Apple. An eager customer shows up at your door to drop $2,000, but they can’t.

We were able to walk out with an IPhone 14 (not the latest model). About 3-weeks into use of the phone, there was a problem connecting to her WiFi network, so she called Apple for assistance. Four hours later, she was unable to use either her old phone or her new one and Apple told her she needed to contact the phone service carrier. Again, thank you Apple. A 15-minute call with the carrier resolved everything even though they were completely uninvolved with the initial setup and transfer to the new phone.

Apple products are high quality and recommended, but avoid Apple if at all possible.","Reviewed in the United States on December 7, 2024",5.0,"5.0 out of 5 stars Apple products are GREAT, Apple service is terrible.","I like Apple products as long as I don’t have to deal with Apple. Apple service has diminished greatly of late. I went to the local Apple Store with the expectation of walking out of the store with both a new IMac and a new IPhone. This was being purchased for an 75-year old woman to replace her 11-year old IMac, which could no longer be updated (thanks Apple). There was nothing wrong with the original IMac except for this significant problem. We were at the store 2-days before the release of the the latest IMac, but she wasn’t clutching her pearls waiting for the latest version. So we learn that the store has zero inventory to make room for the latest models. Brilliant shot in the foot Apple. An eager customer shows up at your door to drop $2,000, but they can’t. We were able to walk out with an IPhone 14 (not the latest model). About 3-weeks into use of the phone, there was a problem connecting to her WiFi network, so she called Apple for assistance. Four hours later, she was unable to use either her old phone or her new one and Apple told her she needed to contact the phone service carrier. Again, thank you Apple. A 15-minute call with the carrier resolved everything even though they were completely uninvolved with the initial setup and transfer to the new phone. Apple products are high quality and recommended, but avoid Apple if at all possible.",2024-12-07
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
    Excelente Mac!!!",Excelente equipo y desempeño. Facilísimo pasar todo de la computadora anterior a la nueva. Con el ID touch se facilita todo en vez de estar utilizando la contraseña.,"Reviewed in the United States on February 12, 2025",5.0,5.0 out of 5 stars Excelente Mac!!!,Excelente equipo y desempeño. Facilísimo pasar todo de la computadora anterior a la nueva. Con el ID touch se facilita todo en vez de estar utilizando la contraseña.,2025-02-12
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Latest Apple desktop.",Arrived in perfect shape. It’s all up to date with the latest Apple software.,"Reviewed in the United States on February 20, 2025",5.0,5.0 out of 5 stars Latest Apple desktop.,Arrived in perfect shape. It’s all up to date with the latest Apple software.,2025-02-20
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Imac with M4 Chip","Its Apple, cant go wrong!","Reviewed in the United States on February 18, 2025",5.0,5.0 out of 5 stars Imac with M4 Chip,"Its Apple, cant go wrong!",2025-02-18
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    M4 chip worth the cost",Great machine.,"Reviewed in the United States on February 18, 2025",5.0,5.0 out of 5 stars M4 chip worth the cost,Great machine.,2025-02-18
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Awesome iMac","The most beautiful fastest greatest iMac ever!I love this iMac it works great with my iPhone, my iPad and my Apple Watch. We all work together.","Reviewed in the United States on January 1, 2025",5.0,5.0 out of 5 stars Awesome iMac,"The most beautiful fastest greatest iMac ever!I love this iMac it works great with my iPhone, my iPad and my Apple Watch. We all work together.",2025-01-01
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Another great Apple product!",Computer recently replaced my wife's aging one and she loves it .... no problems so far.,"Reviewed in the United States on January 6, 2025",5.0,5.0 out of 5 stars Another great Apple product!,Computer recently replaced my wife's aging one and she loves it .... no problems so far.,2025-01-06
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    It works",I have been with MS since the DOS days but their decision to force me to buy a new computer to run Win 11 was the last straw. This is a beautiful computer that works superbly without all the constant tinkering I was used to.  Chrome works perfectly as does Office 365. The Mac versions of my other applications have been seamless. Highly recommended...,"Reviewed in the United States on December 14, 2024",5.0,5.0 out of 5 stars It works,I have been with MS since the DOS days but their decision to force me to buy a new computer to run Win 11 was the last straw. This is a beautiful computer that works superbly without all the constant tinkering I was used to. Chrome works perfectly as does Office 365. The Mac versions of my other applications have been seamless. Highly recommended...,2024-12-14
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Easy",Easy to set up and use,"Reviewed in the United States on January 8, 2025",5.0,5.0 out of 5 stars Easy,Easy to set up and use,2025-01-08
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Light but powerful","The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
    Very nice packing like always Apple do, this computer it was customized, I realized the order January 18th and arrived January 4th so if you need the computer fast, take this recommendation. Very light and minimalist.","Reviewed in the United States on February 8, 2025",5.0,5.0 out of 5 stars Light but powerful,"The media could not be loaded. Very nice packing like always Apple do, this computer it was customized, I realized the order January 18th and arrived January 4th so if you need the computer fast, take this recommendation. Very light and minimalist.",2025-02-08
B0DL6X847C,4.0 out of 5 stars,"4.0 out of 5 stars







  
  
    Imac",A few USB ports would be great but thunder/usb cables work just fine. Just don’t ever purchase a iMac with a intel chip. Pure junk. You’d be better off buying a windows 3.1,"Reviewed in the United States on December 8, 2024",4.0,4.0 out of 5 stars Imac,A few USB ports would be great but thunder/usb cables work just fine. Just don’t ever purchase a iMac with a intel chip. Pure junk. You’d be better off buying a windows 3.1,2024-12-08
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Excellent me encantó 🎁",⭐️⭐️⭐️⭐️⭐️Excellent,"Reviewed in the United States on January 11, 2025",5.0,5.0 out of 5 stars Excellent me encantó 🎁,⭐️⭐️⭐️⭐️⭐️Excellent,2025-01-11
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
    Exelente compu","Para servicio personal, muy buena","Reviewed in the United States on January 3, 2025",5.0,5.0 out of 5 stars Exelente compu,"Para servicio personal, muy buena",2025-01-03
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Promptness",Great!,"Reviewed in the United States on January 5, 2025",5.0,5.0 out of 5 stars Promptness,Great!,2025-01-05
B0DL6X847C,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    It works like my 2015 iMac, but faster.","I use the new iMac for searching the internet because the safari browser is very secure and fast. Also, the computer is so light that I can move it from desk to a side table by my recliner with ease and it has better speakers for music than my pc all-in-one.","Reviewed in the United States on December 6, 2024",5.0,"5.0 out of 5 stars It works like my 2015 iMac, but faster.","I use the new iMac for searching the internet because the safari browser is very secure and fast. Also, the computer is so light that I can move it from desk to a side table by my recliner with ease and it has better speakers for music than my pc all-in-one.",2024-12-06
